"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_lbs","reps","distance_miles","duration_seconds","rpe"
"Pull 2","7 Feb 2023, 08:53","7 Feb 2023, 09:46","","Preacher Curl (Dumbbell)",,"",1,"normal",25,10,,,
"Pull 2","7 Feb 2023, 08:53","7 Feb 2023, 09:46","","Preacher Curl (Dumbbell)",,"",2,"normal",25,10,,,
"Pull 2","7 Feb 2023, 08:53","7 Feb 2023, 09:46","","Hammer Curl (Dumbbell)",,"",0,"normal",40,10,,,
"Pull 2","7 Feb 2023, 08:53","7 Feb 2023, 09:46","","Hammer Curl (Dumbbell)",,"",1,"normal",50,10,,,
"Pull 2","7 Feb 2023, 08:53","7 Feb 2023, 09:46","","Hammer Curl (Dumbbell)",,"",2,"normal",50,10,,,
"Push 2","5 Feb 2023, 07:54","5 Feb 2023, 08:47","","Overhead Press (Barbell)",,"",0,"normal",65,6,,,
"Push 2","5 Feb 2023, 07:54","5 Feb 2023, 08:47","","Overhead Press (Barbell)",,"",1,"normal",90,4,,,
"Push 2","5 Feb 2023, 07:54","5 Feb 2023, 08:47","","Overhead Press (Barbell)",,"",2,"normal",115,4,,,
"Push 2","5 Feb 2023, 07:54","5 Feb 2023, 08:47","","Overhead Press (Barbell)",,"",3,"normal",65,6,,,
"Push 2","5 Feb 2023, 07:54","5 Feb 2023, 08:47","","Incline Chest Press (Machine)",,"",0,"normal",135,10,,,
"Push 2","5 Feb 2023, 07:54","5 Feb 2023, 08:47","","Incline Chest Press (Machine)",,"",1,"normal",150,10,,,
"Push 2","5 Feb 2023, 07:54","5 Feb 2023, 08:47","","Incline Chest Press (Machine)",,"",2,"normal",180,10,,,
"Push 2","5 Feb 2023, 07:54","5 Feb 2023, 08:47","","Cable Fly Crossovers",,"",0,"normal",100,10,,,
"Push 2","5 Feb 2023, 07:54","5 Feb 2023, 08:47","","Cable Fly Crossovers",,"",1,"normal",120,10,,,
"Push 2","5 Feb 2023, 07:54","5 Feb 2023, 08:47","","Cable Fly Crossovers",,"",2,"normal",120,10,,,
"Push 2","5 Feb 2023, 07:54","5 Feb 2023, 08:47","","Triceps Extension (Cable)",,"V bar narrow grip ",0,"normal",80,10,,,
"Push 2","5 Feb 2023, 07:54","5 Feb 2023, 08:47","","Triceps Extension (Cable)",,"V bar narrow grip ",1,"normal",120,10,,,
"Push 2","5 Feb 2023, 07:54","5 Feb 2023, 08:47","","Triceps Extension (Cable)",,"V bar narrow grip ",2,"normal",120,10,,,
"Legs 1","4 Feb 2023, 09:21","4 Feb 2023, 10:10","","Squat (Barbell)",,"",0,"warmup",90,10,,,
"Legs 1","4 Feb 2023, 09:21","4 Feb 2023, 10:10","","Squat (Barbell)",,"",1,"normal",135,4,,,
"Legs 1","4 Feb 2023, 09:21","4 Feb 2023, 10:10","","Squat (Barbell)",,"",2,"normal",185,3,,,
"Legs 1","4 Feb 2023, 09:21","4 Feb 2023, 10:10","","Squat (Barbell)",,"",3,"normal",135,4,,,
"Legs 1","4 Feb 2023, 09:21","4 Feb 2023, 10:10","","Leg Press Horizontal (Machine)",,"Single leg",0,"normal",100,10,,,
"Legs 1","4 Feb 2023, 09:21","4 Feb 2023, 10:10","","Leg Press Horizontal (Machine)",,"Single leg",1,"normal",120,10,,,
"Legs 1","4 Feb 2023, 09:21","4 Feb 2023, 10:10","","Leg Press Horizontal (Machine)",,"Single leg",2,"normal",120,10,,,
"Legs 1","4 Feb 2023, 09:21","4 Feb 2023, 10:10","","Seated Leg Curl (Machine)",,"",0,"normal",120,10,,,
"Legs 1","4 Feb 2023, 09:21","4 Feb 2023, 10:10","","Seated Leg Curl (Machine)",,"",1,"normal",135,10,,,
"Legs 1","4 Feb 2023, 09:21","4 Feb 2023, 10:10","","Seated Leg Curl (Machine)",,"",2,"normal",150,10,,,
"Legs 1","4 Feb 2023, 09:21","4 Feb 2023, 10:10","","Leg Extension (Machine)",,"",0,"normal",150,10,,,
"Legs 1","4 Feb 2023, 09:21","4 Feb 2023, 10:10","","Leg Extension (Machine)",,"",1,"normal",180,10,,,
"Legs 1","4 Feb 2023, 09:21","4 Feb 2023, 10:10","","Leg Extension (Machine)",,"",2,"normal",180,10,,,
"Legs 1","4 Feb 2023, 09:21","4 Feb 2023, 10:10","","Standing Calf Raise (Smith Machine)",,"",0,"normal",70,10,,,
"Legs 1","4 Feb 2023, 09:21","4 Feb 2023, 10:10","","Standing Calf Raise (Smith Machine)",,"",1,"normal",70,10,,,
"Legs 1","4 Feb 2023, 09:21","4 Feb 2023, 10:10","","Standing Calf Raise (Smith Machine)",,"",2,"normal",70,10,,,
"Push 1","1 Feb 2023, 11:47","1 Feb 2023, 12:49","","Bench Press (Barbell)",,"",0,"normal",135,10,,,
"Push 1","1 Feb 2023, 11:47","1 Feb 2023, 12:49","","Bench Press (Barbell)",,"",1,"normal",155,5,,,
"Push 1","1 Feb 2023, 11:47","1 Feb 2023, 12:49","","Bench Press (Barbell)",,"",2,"normal",185,4,,,
"Push 1","1 Feb 2023, 11:47","1 Feb 2023, 12:49","","Bench Press (Barbell)",,"",3,"normal",135,4,,,
"Push 1","1 Feb 2023, 11:47","1 Feb 2023, 12:49","","Incline Bench Press (Dumbbell)",,"",0,"normal",100,10,,,
"Push 1","1 Feb 2023, 11:47","1 Feb 2023, 12:49","","Incline Bench Press (Dumbbell)",,"",1,"normal",120,10,,,
"Push 1","1 Feb 2023, 11:47","1 Feb 2023, 12:49","","Incline Bench Press (Dumbbell)",,"",2,"normal",120,10,,,
"Push 1","1 Feb 2023, 11:47","1 Feb 2023, 12:49","","Seated Shoulder Press (Machine)",,"",0,"normal",120,10,,,
"Push 1","1 Feb 2023, 11:47","1 Feb 2023, 12:49","","Seated Shoulder Press (Machine)",,"",1,"normal",135,10,,,
"Push 1","1 Feb 2023, 11:47","1 Feb 2023, 12:49","","Seated Shoulder Press (Machine)",,"",2,"normal",150,10,,,
"Push 1","1 Feb 2023, 11:47","1 Feb 2023, 12:49","","Pullover (Dumbbell)",,"",0,"normal",60,10,,,
"Push 1","1 Feb 2023, 11:47","1 Feb 2023, 12:49","","Pullover (Dumbbell)",,"",1,"normal",60,10,,,
"Push 1","1 Feb 2023, 11:47","1 Feb 2023, 12:49","","Pullover (Dumbbell)",,"",2,"normal",60,10,,,
"Push 1","1 Feb 2023, 11:47","1 Feb 2023, 12:49","","Rear Delt Reverse Fly (Cable)",,"",0,"normal",30,10,,,
"Push 1","1 Feb 2023, 11:47","1 Feb 2023, 12:49","","Rear Delt Reverse Fly (Cable)",,"",1,"normal",30,10,,,
"Push 1","1 Feb 2023, 11:47","1 Feb 2023, 12:49","","Rear Delt Reverse Fly (Cable)",,"",2,"normal",40,10,,,
"Push 1","1 Feb 2023, 11:47","1 Feb 2023, 12:49","","Chest Dip",,"",0,"normal",,10,,,
"Push 1","1 Feb 2023, 11:47","1 Feb 2023, 12:49","","Chest Dip",,"",1,"normal",,10,,,
"Push 1","1 Feb 2023, 11:47","1 Feb 2023, 12:49","","Chest Dip",,"",2,"normal",,10,,,
"Pull 1","30 Jan 2023, 09:30","30 Jan 2023, 10:04","","Seated Row (Machine)",,"Both hands ",0,"warmup",60,10,,,
"Pull 1","30 Jan 2023, 09:30","30 Jan 2023, 10:04","","Seated Row (Machine)",,"Both hands ",1,"normal",195,10,,,
"Pull 1","30 Jan 2023, 09:30","30 Jan 2023, 10:04","","Seated Row (Machine)",,"Both hands ",2,"normal",210,10,,,
"Pull 1","30 Jan 2023, 09:30","30 Jan 2023, 10:04","","Seated Row (Machine)",,"Both hands ",3,"normal",225,10,,,
"Pull 1","30 Jan 2023, 09:30","30 Jan 2023, 10:04","","Bicep Curl (Machine)",,"Single arm",0,"normal",50,10,,,
"Pull 1","30 Jan 2023, 09:30","30 Jan 2023, 10:04","","Bicep Curl (Machine)",,"Single arm",1,"normal",65,10,,,
"Pull 1","30 Jan 2023, 09:30","30 Jan 2023, 10:04","","Bicep Curl (Machine)",,"Single arm",2,"normal",65,10,,,
"Pull 1","30 Jan 2023, 09:30","30 Jan 2023, 10:04","","Bicep Curl (Cable)",,"T bar",0,"normal",70,10,,,
"Pull 1","30 Jan 2023, 09:30","30 Jan 2023, 10:04","","Bicep Curl (Cable)",,"T bar",1,"normal",90,10,,,
"Pull 1","30 Jan 2023, 09:30","30 Jan 2023, 10:04","","Bicep Curl (Cable)",,"T bar",2,"normal",110,10,,,
"Pull 1","30 Jan 2023, 09:30","30 Jan 2023, 10:04","","Seated Cable Row - V Grip (Cable)",,"One arm",0,"normal",70,10,,,
"Pull 1","30 Jan 2023, 09:30","30 Jan 2023, 10:04","","Seated Cable Row - V Grip (Cable)",,"One arm",1,"normal",80,10,,,
"Pull 1","30 Jan 2023, 09:30","30 Jan 2023, 10:04","","Seated Cable Row - V Grip (Cable)",,"One arm",2,"normal",90,10,,,
"Pull 1","30 Jan 2023, 09:30","30 Jan 2023, 10:04","","Lateral Raise (Dumbbell)",,"",0,"normal",10,10,,,
"Pull 1","30 Jan 2023, 09:30","30 Jan 2023, 10:04","","Lateral Raise (Dumbbell)",,"",1,"normal",20,10,,,
"Pull 1","30 Jan 2023, 09:30","30 Jan 2023, 10:04","","Lateral Raise (Dumbbell)",,"",2,"normal",20,10,,,
"Pull 2","19 Jan 2023, 21:00","19 Jan 2023, 21:45","","Lat Pulldown (Cable)",,"Multi grip",0,"normal",100,10,,,
"Pull 2","19 Jan 2023, 21:00","19 Jan 2023, 21:45","","Lat Pulldown (Cable)",,"Multi grip",1,"normal",111,10,,,
"Pull 2","19 Jan 2023, 21:00","19 Jan 2023, 21:45","","Lat Pulldown (Cable)",,"Multi grip",2,"normal",144,10,,,
"Pull 2","19 Jan 2023, 21:00","19 Jan 2023, 21:45","","Seated Row (Machine)",,"Single arm",0,"normal",100,10,,,
"Pull 2","19 Jan 2023, 21:00","19 Jan 2023, 21:45","","Seated Row (Machine)",,"Single arm",1,"normal",111,10,,,
"Pull 2","19 Jan 2023, 21:00","19 Jan 2023, 21:45","","Seated Row (Machine)",,"Single arm",2,"normal",122,10,,,
"Pull 2","19 Jan 2023, 21:00","19 Jan 2023, 21:45","","Straight Arm Pulldown - Cable",,"",0,"normal",88,10,,,
"Pull 2","19 Jan 2023, 21:00","19 Jan 2023, 21:45","","Straight Arm Pulldown - Cable",,"",1,"normal",100,10,,,
"Pull 2","19 Jan 2023, 21:00","19 Jan 2023, 21:45","","Straight Arm Pulldown - Cable",,"",2,"normal",111,10,,,
"Pull 2","19 Jan 2023, 21:00","19 Jan 2023, 21:45","","Reverse Delt - Cable",,"",0,"normal",44,10,,,
"Pull 2","19 Jan 2023, 21:00","19 Jan 2023, 21:45","","Reverse Delt - Cable",,"",1,"normal",66,10,,,
"Pull 2","19 Jan 2023, 21:00","19 Jan 2023, 21:45","","Reverse Delt - Cable",,"",2,"normal",66,10,,,
"Pull 2","19 Jan 2023, 21:00","19 Jan 2023, 21:45","","Shrug (Barbell)",,"",0,"normal",135,10,,,
"Pull 2","19 Jan 2023, 21:00","19 Jan 2023, 21:45","","Shrug (Barbell)",,"",1,"normal",155,10,,,
"Pull 2","19 Jan 2023, 21:00","19 Jan 2023, 21:45","","Shrug (Barbell)",,"",2,"normal",155,10,,,
"Pull 2","19 Jan 2023, 21:00","19 Jan 2023, 21:45","","Preacher Curl (Barbell)",,"",0,"normal",40,10,,,
"Pull 2","19 Jan 2023, 21:00","19 Jan 2023, 21:45","","Preacher Curl (Barbell)",,"",1,"normal",50,10,,,
"Pull 2","19 Jan 2023, 21:00","19 Jan 2023, 21:45","","Preacher Curl (Barbell)",,"",2,"normal",50,10,,,
"Push 2","18 Jan 2023, 20:52","18 Jan 2023, 21:31","","Overhead Press (Barbell)",,"",0,"normal",65,4,,,
"Push 2","18 Jan 2023, 20:52","18 Jan 2023, 21:31","","Overhead Press (Barbell)",,"",1,"normal",90,4,,,
"Push 2","18 Jan 2023, 20:52","18 Jan 2023, 21:31","","Overhead Press (Barbell)",,"",2,"normal",110,4,,,
"Push 2","18 Jan 2023, 20:52","18 Jan 2023, 21:31","","Overhead Press (Barbell)",,"",3,"normal",135,1,,,
"Push 2","18 Jan 2023, 20:52","18 Jan 2023, 21:31","","Incline Bench Press (Barbell)",,"",0,"normal",110,4,,,
"Push 2","18 Jan 2023, 20:52","18 Jan 2023, 21:31","","Incline Bench Press (Barbell)",,"",1,"normal",135,4,,,
"Push 2","18 Jan 2023, 20:52","18 Jan 2023, 21:31","","Incline Bench Press (Barbell)",,"",2,"normal",135,4,,,
"Push 2","18 Jan 2023, 20:52","18 Jan 2023, 21:31","","Cable Fly Crossovers",,"",0,"normal",88,10,,,
"Push 2","18 Jan 2023, 20:52","18 Jan 2023, 21:31","","Cable Fly Crossovers",,"",1,"normal",132,10,,,
"Push 2","18 Jan 2023, 20:52","18 Jan 2023, 21:31","","Cable Fly Crossovers",,"",2,"normal",132,10,,,
"Push 2","18 Jan 2023, 20:52","18 Jan 2023, 21:31","","Triceps Extension (Cable)",,"V bar narrow grip ",0,"normal",66,10,,,
"Push 2","18 Jan 2023, 20:52","18 Jan 2023, 21:31","","Triceps Extension (Cable)",,"V bar narrow grip ",1,"normal",100,10,,,
"Push 2","18 Jan 2023, 20:52","18 Jan 2023, 21:31","","Triceps Extension (Cable)",,"V bar narrow grip ",2,"normal",100,10,,,
"Push 2","18 Jan 2023, 20:52","18 Jan 2023, 21:31","","Landmine Press",,"",0,"normal",77,10,,,
"Push 2","18 Jan 2023, 20:52","18 Jan 2023, 21:31","","Landmine Press",,"",1,"normal",77,10,,,
"Push 2","18 Jan 2023, 20:52","18 Jan 2023, 21:31","","Landmine Press",,"",2,"normal",77,10,,,
"Legs 1","17 Jan 2023, 22:40","17 Jan 2023, 23:24","","Squat (Barbell)",,"",0,"normal",135,5,,,
"Legs 1","17 Jan 2023, 22:40","17 Jan 2023, 23:24","","Squat (Barbell)",,"",1,"normal",225,1,,,
"Legs 1","17 Jan 2023, 22:40","17 Jan 2023, 23:24","","Squat (Barbell)",,"",2,"normal",135,4,,,
"Legs 1","17 Jan 2023, 22:40","17 Jan 2023, 23:24","","Squat (Barbell)",,"",3,"normal",135,4,,,
"Legs 1","17 Jan 2023, 22:40","17 Jan 2023, 23:24","","Leg Press Horizontal (Machine)",,"Single raise",0,"normal",132,10,,,
"Legs 1","17 Jan 2023, 22:40","17 Jan 2023, 23:24","","Leg Press Horizontal (Machine)",,"Single raise",1,"normal",132,10,,,
"Legs 1","17 Jan 2023, 22:40","17 Jan 2023, 23:24","","Leg Press Horizontal (Machine)",,"Single raise",2,"normal",132,10,,,
"Legs 1","17 Jan 2023, 22:40","17 Jan 2023, 23:24","","Seated Leg Curl (Machine)",,"",0,"normal",70,10,,,
"Legs 1","17 Jan 2023, 22:40","17 Jan 2023, 23:24","","Seated Leg Curl (Machine)",,"",1,"normal",70,10,,,
"Legs 1","17 Jan 2023, 22:40","17 Jan 2023, 23:24","","Seated Leg Curl (Machine)",,"",2,"normal",70,10,,,
"Legs 1","17 Jan 2023, 22:40","17 Jan 2023, 23:24","","Leg Extension (Machine)",,"",0,"normal",110,10,,,
"Legs 1","17 Jan 2023, 22:40","17 Jan 2023, 23:24","","Leg Extension (Machine)",,"",1,"normal",110,10,,,
"Legs 1","17 Jan 2023, 22:40","17 Jan 2023, 23:24","","Leg Extension (Machine)",,"",2,"normal",110,10,,,
"Legs 1","17 Jan 2023, 22:40","17 Jan 2023, 23:24","","Seated Calf Raise",,"",0,"normal",22,10,,,
"Legs 1","17 Jan 2023, 22:40","17 Jan 2023, 23:24","","Seated Calf Raise",,"",1,"normal",44,10,,,
"Legs 1","17 Jan 2023, 22:40","17 Jan 2023, 23:24","","Seated Calf Raise",,"",2,"normal",44,10,,,
"Pull 1","17 Jan 2023, 01:05","17 Jan 2023, 01:35","","Seated Row (Machine)",,"Both hands ",0,"normal",166,10,,,
"Pull 1","17 Jan 2023, 01:05","17 Jan 2023, 01:35","","Seated Row (Machine)",,"Both hands ",1,"normal",166,10,,,
"Pull 1","17 Jan 2023, 01:05","17 Jan 2023, 01:35","","Seated Row (Machine)",,"Both hands ",2,"normal",166,10,,,
"Pull 1","17 Jan 2023, 01:05","17 Jan 2023, 01:35","","Bicep Curl (Barbell)",,"Ez bar",0,"normal",30,10,,,
"Pull 1","17 Jan 2023, 01:05","17 Jan 2023, 01:35","","Bicep Curl (Barbell)",,"Ez bar",1,"normal",40,10,,,
"Pull 1","17 Jan 2023, 01:05","17 Jan 2023, 01:35","","Bicep Curl (Barbell)",,"Ez bar",2,"normal",50,10,,,
"Pull 1","17 Jan 2023, 01:05","17 Jan 2023, 01:35","","Bicep Curl (Cable)",,"One arm",0,"normal",33,10,,,
"Pull 1","17 Jan 2023, 01:05","17 Jan 2023, 01:35","","Bicep Curl (Cable)",,"One arm",1,"normal",44,10,,,
"Pull 1","17 Jan 2023, 01:05","17 Jan 2023, 01:35","","Bicep Curl (Cable)",,"One arm",2,"normal",33,10,,,
"Pull 1","17 Jan 2023, 01:05","17 Jan 2023, 01:35","","Seated Cable Row - V Grip (Cable)",,"One arm",0,"normal",66,10,,,
"Pull 1","17 Jan 2023, 01:05","17 Jan 2023, 01:35","","Seated Cable Row - V Grip (Cable)",,"One arm",1,"normal",88,10,,,
"Pull 1","17 Jan 2023, 01:05","17 Jan 2023, 01:35","","Seated Cable Row - V Grip (Cable)",,"One arm",2,"normal",100,10,,,
"Pull 1","17 Jan 2023, 01:05","17 Jan 2023, 01:35","","Lateral Raise (Dumbbell)",,"",0,"normal",22,10,,,
"Pull 1","17 Jan 2023, 01:05","17 Jan 2023, 01:35","","Lateral Raise (Dumbbell)",,"",1,"normal",22,10,,,
"Pull 1","17 Jan 2023, 01:05","17 Jan 2023, 01:35","","Lateral Raise (Dumbbell)",,"",2,"normal",22,10,,,
"Push 1","15 Jan 2023, 22:06","15 Jan 2023, 22:44","","Bench Press (Barbell)",,"",0,"normal",135,4,,,
"Push 1","15 Jan 2023, 22:06","15 Jan 2023, 22:44","","Bench Press (Barbell)",,"",1,"normal",155,4,,,
"Push 1","15 Jan 2023, 22:06","15 Jan 2023, 22:44","","Bench Press (Barbell)",,"",2,"normal",185,4,,,
"Push 1","15 Jan 2023, 22:06","15 Jan 2023, 22:44","","Bench Press (Barbell)",,"",3,"normal",135,4,,,
"Push 1","15 Jan 2023, 22:06","15 Jan 2023, 22:44","","Incline Bench Press (Dumbbell)",,"",0,"normal",90,10,,,
"Push 1","15 Jan 2023, 22:06","15 Jan 2023, 22:44","","Incline Bench Press (Dumbbell)",,"",1,"normal",100,10,,,
"Push 1","15 Jan 2023, 22:06","15 Jan 2023, 22:44","","Incline Bench Press (Dumbbell)",,"",2,"normal",110,10,,,
"Push 1","15 Jan 2023, 22:06","15 Jan 2023, 22:44","","Seated Shoulder Press (Machine)",,"",0,"normal",90,10,,,
"Push 1","15 Jan 2023, 22:06","15 Jan 2023, 22:44","","Seated Shoulder Press (Machine)",,"",1,"normal",110,10,,,
"Push 1","15 Jan 2023, 22:06","15 Jan 2023, 22:44","","Seated Shoulder Press (Machine)",,"",2,"normal",120,10,,,
"Push 1","15 Jan 2023, 22:06","15 Jan 2023, 22:44","","Triceps Extension (Cable)",,"",0,"normal",90,10,,,
"Push 1","15 Jan 2023, 22:06","15 Jan 2023, 22:44","","Triceps Extension (Cable)",,"",1,"normal",110,10,,,
"Push 1","15 Jan 2023, 22:06","15 Jan 2023, 22:44","","Triceps Extension (Cable)",,"",2,"normal",110,10,,,
"Push 1","15 Jan 2023, 22:06","15 Jan 2023, 22:44","","Chest Fly (Machine)",,"",0,"normal",122,10,,,
"Push 1","15 Jan 2023, 22:06","15 Jan 2023, 22:44","","Chest Fly (Machine)",,"",1,"normal",133,10,,,
"Push 1","15 Jan 2023, 22:06","15 Jan 2023, 22:44","","Chest Fly (Machine)",,"",2,"normal",133,10,,,
"Push 1","15 Jan 2023, 22:06","15 Jan 2023, 22:44","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",88,10,,,
"Push 1","15 Jan 2023, 22:06","15 Jan 2023, 22:44","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",88,10,,,
"Push 1","15 Jan 2023, 22:06","15 Jan 2023, 22:44","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",88,10,,,
"Legs 2","13 Jan 2023, 22:52","13 Jan 2023, 23:25","","Romanian Deadlift (Barbell)",,"",0,"normal",135,10,,,
"Legs 2","13 Jan 2023, 22:52","13 Jan 2023, 23:25","","Romanian Deadlift (Barbell)",,"",1,"normal",135,10,,,
"Legs 2","13 Jan 2023, 22:52","13 Jan 2023, 23:25","","Romanian Deadlift (Barbell)",,"",2,"normal",135,10,,,
"Legs 2","13 Jan 2023, 22:52","13 Jan 2023, 23:25","","Leg Press Horizontal (Machine)",,"",0,"normal",264,12,,,
"Legs 2","13 Jan 2023, 22:52","13 Jan 2023, 23:25","","Leg Press Horizontal (Machine)",,"",1,"normal",352,10,,,
"Legs 2","13 Jan 2023, 22:52","13 Jan 2023, 23:25","","Leg Press Horizontal (Machine)",,"",2,"normal",420,10,,,
"Legs 2","13 Jan 2023, 22:52","13 Jan 2023, 23:25","","Leg Press Horizontal (Machine)",,"",3,"normal",420,8,,,
"Legs 2","13 Jan 2023, 22:52","13 Jan 2023, 23:25","","Standing Calf Raise (Barbell)",,"",0,"normal",135,10,,,
"Legs 2","13 Jan 2023, 22:52","13 Jan 2023, 23:25","","Standing Calf Raise (Barbell)",,"",1,"normal",135,10,,,
"Legs 2","13 Jan 2023, 22:52","13 Jan 2023, 23:25","","Standing Calf Raise (Barbell)",,"",2,"normal",135,10,,,
"Legs 2","13 Jan 2023, 22:52","13 Jan 2023, 23:25","","Deadlift (Barbell)",,"",0,"normal",45,4,,,
"Legs 2","13 Jan 2023, 22:52","13 Jan 2023, 23:25","","Deadlift (Barbell)",,"",1,"normal",135,4,,,
"Legs 2","13 Jan 2023, 22:52","13 Jan 2023, 23:25","","Deadlift (Barbell)",,"",2,"normal",225,4,,,
"Legs 2","13 Jan 2023, 22:52","13 Jan 2023, 23:25","","Deadlift (Barbell)",,"",3,"normal",285,4,,,
"Pull 2","12 Jan 2023, 20:13","12 Jan 2023, 20:55","","Pull Up",,"Normal, chin up, wide grip",0,"normal",,10,,,
"Pull 2","12 Jan 2023, 20:13","12 Jan 2023, 20:55","","Pull Up",,"Normal, chin up, wide grip",1,"normal",,10,,,
"Pull 2","12 Jan 2023, 20:13","12 Jan 2023, 20:55","","Pull Up",,"Normal, chin up, wide grip",2,"normal",,7,,,
"Pull 2","12 Jan 2023, 20:13","12 Jan 2023, 20:55","","Lat Pulldown (Cable)",,"Multi grip",0,"normal",100,10,,,
"Pull 2","12 Jan 2023, 20:13","12 Jan 2023, 20:55","","Lat Pulldown (Cable)",,"Multi grip",1,"normal",111,10,,,
"Pull 2","12 Jan 2023, 20:13","12 Jan 2023, 20:55","","Lat Pulldown (Cable)",,"Multi grip",2,"normal",122,10,,,
"Pull 2","12 Jan 2023, 20:13","12 Jan 2023, 20:55","","Seated Row (Machine)",,"Single arm",0,"normal",100,10,,,
"Pull 2","12 Jan 2023, 20:13","12 Jan 2023, 20:55","","Seated Row (Machine)",,"Single arm",1,"normal",111,10,,,
"Pull 2","12 Jan 2023, 20:13","12 Jan 2023, 20:55","","Seated Row (Machine)",,"Single arm",2,"normal",122,10,,,
"Pull 2","12 Jan 2023, 20:13","12 Jan 2023, 20:55","","Straight Arm Pulldown - Cable",,"",0,"normal",88,10,,,
"Pull 2","12 Jan 2023, 20:13","12 Jan 2023, 20:55","","Straight Arm Pulldown - Cable",,"",1,"normal",100,10,,,
"Pull 2","12 Jan 2023, 20:13","12 Jan 2023, 20:55","","Straight Arm Pulldown - Cable",,"",2,"normal",100,10,,,
"Pull 2","12 Jan 2023, 20:13","12 Jan 2023, 20:55","","Reverse Delt - Cable",,"",0,"normal",22,10,,,
"Pull 2","12 Jan 2023, 20:13","12 Jan 2023, 20:55","","Reverse Delt - Cable",,"",1,"normal",33,10,,,
"Pull 2","12 Jan 2023, 20:13","12 Jan 2023, 20:55","","Reverse Delt - Cable",,"",2,"normal",33,10,,,
"Pull 2","12 Jan 2023, 20:13","12 Jan 2023, 20:55","","Shrug (Barbell)",,"",0,"normal",135,10,,,
"Pull 2","12 Jan 2023, 20:13","12 Jan 2023, 20:55","","Shrug (Barbell)",,"",1,"normal",155,10,,,
"Pull 2","12 Jan 2023, 20:13","12 Jan 2023, 20:55","","Shrug (Barbell)",,"",2,"normal",155,10,,,
"Pull 2","12 Jan 2023, 20:13","12 Jan 2023, 20:55","","Preacher Curl (Barbell)",,"",0,"normal",40,10,,,
"Pull 2","12 Jan 2023, 20:13","12 Jan 2023, 20:55","","Preacher Curl (Barbell)",,"",1,"normal",45,10,,,
"Pull 2","12 Jan 2023, 20:13","12 Jan 2023, 20:55","","Preacher Curl (Barbell)",,"",2,"normal",67,10,,,
"Push 2","11 Jan 2023, 20:59","11 Jan 2023, 21:53","","Overhead Press (Barbell)",,"",0,"normal",65,4,,,
"Push 2","11 Jan 2023, 20:59","11 Jan 2023, 21:53","","Overhead Press (Barbell)",,"",1,"normal",95,4,,,
"Push 2","11 Jan 2023, 20:59","11 Jan 2023, 21:53","","Overhead Press (Barbell)",,"",2,"normal",115,4,,,
"Push 2","11 Jan 2023, 20:59","11 Jan 2023, 21:53","","Overhead Press (Barbell)",,"",3,"normal",135,3,,,
"Push 2","11 Jan 2023, 20:59","11 Jan 2023, 21:53","","Incline Bench Press (Barbell)",,"",0,"normal",115,4,,,
"Push 2","11 Jan 2023, 20:59","11 Jan 2023, 21:53","","Incline Bench Press (Barbell)",,"",1,"normal",135,4,,,
"Push 2","11 Jan 2023, 20:59","11 Jan 2023, 21:53","","Incline Bench Press (Barbell)",,"",2,"normal",135,4,,,
"Push 2","11 Jan 2023, 20:59","11 Jan 2023, 21:53","","Cable Fly Crossovers",,"",0,"normal",88,10,,,
"Push 2","11 Jan 2023, 20:59","11 Jan 2023, 21:53","","Cable Fly Crossovers",,"",1,"normal",132,10,,,
"Push 2","11 Jan 2023, 20:59","11 Jan 2023, 21:53","","Cable Fly Crossovers",,"",2,"normal",132,10,,,
"Push 2","11 Jan 2023, 20:59","11 Jan 2023, 21:53","","Triceps Extension (Cable)",,"V bar narrow grip ",0,"normal",22,10,,,
"Push 2","11 Jan 2023, 20:59","11 Jan 2023, 21:53","","Triceps Extension (Cable)",,"V bar narrow grip ",1,"normal",33,10,,,
"Push 2","11 Jan 2023, 20:59","11 Jan 2023, 21:53","","Triceps Extension (Cable)",,"V bar narrow grip ",2,"normal",33,10,,,
"Push 2","11 Jan 2023, 20:59","11 Jan 2023, 21:53","","Landmine Press",,"",0,"normal",33,10,,,
"Push 2","11 Jan 2023, 20:59","11 Jan 2023, 21:53","","Landmine Press",,"",1,"normal",33,10,,,
"Push 2","11 Jan 2023, 20:59","11 Jan 2023, 21:53","","Landmine Press",,"",2,"normal",33,10,,,
"Legs 1","10 Jan 2023, 22:26","10 Jan 2023, 22:58","","Squat (Barbell)",,"",0,"normal",135,4,,,
"Legs 1","10 Jan 2023, 22:26","10 Jan 2023, 22:58","","Squat (Barbell)",,"",1,"normal",185,3,,,
"Legs 1","10 Jan 2023, 22:26","10 Jan 2023, 22:58","","Squat (Barbell)",,"",2,"normal",185,3,,,
"Legs 1","10 Jan 2023, 22:26","10 Jan 2023, 22:58","","Squat (Barbell)",,"",3,"normal",135,4,,,
"Legs 1","10 Jan 2023, 22:26","10 Jan 2023, 22:58","","Leg Press Horizontal (Machine)",,"Single raise",0,"normal",90,10,,,
